site.ID;species.ID;abundance
ALLPAHUA;6119;3
ALLPAHUA;6143;1
ALLPAHUA;6180;2
ALLPAHUA;6186;1
ALLPAHUA;6232;1
ALLPAHUA;6233;1
ALLPAHUA;6276;1
ALLPAHUA;6287;1
ALLPAHUA;6288;1
ALLPAHUA;6293;1
ALLPAHUA;6337;1
ALLPAHUA;6362;3
ALLPAHUA;6407;1
ALLPAHUA;6408;2
ALLPAHUA;6425;2
ALLPAHUA;6438;1
ALLPAHUA;6440;1
ALLPAHUA;6461;1
ALLPAHUA;6506;1
ALLPAHUA;6555;1
ALLPAHUA;6572;2
ALLPAHUA;6574;1
ALLPAHUA;6575;1
ALLPAHUA;6577;1
ALLPAHUA;6582;1
ALLPAHUA;6616;1
ALLPAHUA;6618;1
ALLPAHUA;6644;1
ALLPAHUA;6719;1
ALLPAHUA;6747;1
ALLPAHUA;6749;1
ALLPAHUA;6751;3
ALLPAHUA;6764;2
ALLPAHUA;6805;1
ALLPAHUA;6814;1
ALLPAHUA;6843;1
ALLPAHUA;6857;1
ALLPAHUA;7047;1
ALLPAHUA;7057;1
ALLPAHUA;7061;1
ALLPAHUA;7062;1
ALLPAHUA;7106;1
ALLPAHUA;7113;1
ALLPAHUA;7167;2
ALLPAHUA;7249;1
ALLPAHUA;7259;1
ALLPAHUA;7262;1
ALLPAHUA;7263;2
ALLPAHUA;7341;1
ALLPAHUA;7360;2
ALLPAHUA;7452;1
ALLPAHUA;7475;1
ALLPAHUA;7731;1
ALLPAHUA;7862;1
ALLPAHUA;8191;1
ALLPAHUA;8388;1
ALLPAHUA;8389;3
ALLPAHUA;8390;1
ALLPAHUA;8391;1
ALLPAHUA;8392;1
ALLPAHUA;8393;2
ALLPAHUA;8394;1
ALLPAHUA;8469;1
ALLPAHUA;8521;2
ALLPAHUA;8544;2
ALLPAHUA;8545;1
ALLPAHUA;8652;1
ALLPAHUA;8685;1
ALLPAHUA;8696;1
ALLPAHUA;8706;1
ALLPAHUA;8724;2
ALLPAHUA;8727;2
ALLPAHUA;8787;1
ALLPAHUA;8789;1
ALLPAHUA;8803;1
ALLPAHUA;8835;1
ALLPAHUA;8878;2
ALLPAHUA;8879;1
ALLPAHUA;8898;2
ALLPAHUA;8967;1
ALLPAHUA;8984;1
ALLPAHUA;8985;1
ALLPAHUA;8986;1
ALLPAHUA;8987;5
ALLPAHUA;8988;2
ALLPAHUA;8989;1
ALLPAHUA;9028;1
ALLPAHUA;9071;1
ALLPAHUA;9119;1
ALLPAHUA;9263;1
ALLPAHUA;9264;1
ALLPAHUA;9265;1
ALLPAHUA;9272;2
ALLPAHUA;9274;3
ALLPAHUA;9457;2
ALLPAHUA;9647;1
ALLPAHUA;9676;4
ALLPAHUA;9677;1
ALLPAHUA;9684;2
ALLPAHUA;9689;5
ALLPAHUA;9705;1
ALTERDOC;69;2
ALTERDOC;152;3
ALTERDOC;222;1
ALTERDOC;454;10
ALTERDOC;455;5
ALTERDOC;1592;2
ALTERDOC;2393;1
ALTERDOC;2532;1
ALTERDOC;3060;1
ALTERDOC;3077;1
ALTERDOC;3382;2
ALTERDOC;3906;4
ALTERDOC;4016;3
ALTERDOC;4089;3
ALTERDOC;4322;3
ALTERDOC;4560;26
ALTERDOC;4583;1
ALTERDOC;4767;6
ALTERDOC;4768;3
ALTERDOC;5648;7
ALTERDOC;5688;6
ALTERDOC;5689;11
ALTERDOC;5917;6
ALTERDOC;7165;4
ALTERDOC;7175;3
ALTERDOC;7364;2
ALTERDOC;7722;3
ALTERDOC;8595;2
ALTERDOC;8656;1
ALTERDOC;8878;19
ALTERDOC;9074;7
ALTERDOC;9739;1
ALTERDOC;9741;10
ALTERDOC;9754;4
ALTODEMI;54;1
ALTODEMI;712;1
ALTODEMI;816;4
ALTODEMI;831;15
ALTODEMI;859;3
ALTODEMI;960;1
ALTODEMI;992;2
ALTODEMI;1016;12
ALTODEMI;1024;13
ALTODEMI;1046;1
ALTODEMI;1053;1
ALTODEMI;1118;3
ALTODEMI;1120;1
ALTODEMI;1220;3
ALTODEMI;1221;5
ALTODEMI;1307;1
ALTODEMI;1564;3
ALTODEMI;2112;2
ALTODEMI;2275;2
ALTODEMI;2358;5
ALTODEMI;2532;2
ALTODEMI;2533;3
ALTODEMI;2534;3
ALTODEMI;2646;5
ALTODEMI;2894;1
ALTODEMI;2935;20
ALTODEMI;2936;18
ALTODEMI;2938;39
ALTODEMI;2939;5
ALTODEMI;2940;4
ALTODEMI;2961;5
ALTODEMI;2962;1
ALTODEMI;2963;1
ALTODEMI;2964;4
ALTODEMI;2986;1
ALTODEMI;3294;1
ALTODEMI;3296;2
ALTODEMI;3313;1
ALTODEMI;3323;1
ALTODEMI;3334;1
ALTODEMI;3642;4
ALTODEMI;3715;1
ALTODEMI;4224;4
ALTODEMI;4228;1
ALTODEMI;4229;1
ALTODEMI;4230;1
ALTODEMI;4505;1
ALTODEMI;4971;13
ALTODEMI;5282;1
ALTODEMI;5293;1
ALTODEMI;5320;1
ALTODEMI;5375;1
ALTODEMI;5528;1
ALTODEMI;5678;1
ALTODEMI;5776;4
ALTODEMI;5834;14
ALTODEMI;5845;1
ALTODEMI;5877;3
ALTODEMI;5917;4
ALTODEMI;5926;1
ALTODEMI;5927;NA
ALTODEMI;5928;3
ALTODEMI;5929;1
ALTODEMI;5930;1
ALTODEMI;6222;1
ALTODEMI;6364;3
ALTODEMI;6460;3
ALTODEMI;6484;1
ALTODEMI;6682;5
ALTODEMI;6857;1
ALTODEMI;7113;1
ALTODEMI;7546;6
ALTODEMI;7548;1
ALTODEMI;7629;1
ALTODEMI;8079;2
ALTODEMI;8228;5
ALTODEMI;8231;1
ALTODEMI;8267;12
ALTODEMI;8339;2
ALTODEMI;8595;1
ALTODEMI;8719;1
ALTODEMI;8984;2
ALTODEMI;9109;1
ALTODEMI;9132;2
ALTODEMI;9327;2
ALTODEMI;9484;3
ALTODEMI;9630;1
ALTODEMI;9705;1
ALTOSAPA;722;1
ALTOSAPA;723;2
ALTOSAPA;724;1
ALTOSAPA;759;1
ALTOSAPA;902;13
ALTOSAPA;903;7
ALTOSAPA;986;6
ALTOSAPA;1045;1
ALTOSAPA;1232;2
ALTOSAPA;1233;2
ALTOSAPA;1277;1
ALTOSAPA;1300;6
ALTOSAPA;1769;6
ALTOSAPA;2355;5
ALTOSAPA;2532;2
ALTOSAPA;2533;9
ALTOSAPA;2534;2
ALTOSAPA;2606;1
ALTOSAPA;2894;4
ALTOSAPA;2935;2
ALTOSAPA;2936;15
ALTOSAPA;2938;63
ALTOSAPA;2939;3
ALTOSAPA;2940;1
ALTOSAPA;2999;9
ALTOSAPA;3323;17
ALTOSAPA;3325;6
ALTOSAPA;3326;1
ALTOSAPA;4696;18
ALTOSAPA;4930;3
ALTOSAPA;5282;1
ALTOSAPA;5293;1
ALTOSAPA;5375;3
ALTOSAPA;5376;4
ALTOSAPA;5377;1
ALTOSAPA;5845;9
ALTOSAPA;5917;1
ALTOSAPA;5926;16
ALTOSAPA;5927;14
ALTOSAPA;5928;5
ALTOSAPA;5929;9
ALTOSAPA;5930;5
ALTOSAPA;5931;2
ALTOSAPA;5932;9
ALTOSAPA;5933;2
ALTOSAPA;6935;13
ALTOSAPA;7407;2
ALTOSAPA;7546;24
ALTOSAPA;7548;1
ALTOSAPA;7671;1
ALTOSAPA;7719;1
ALTOSAPA;7847;2
ALTOSAPA;7966;5
ALTOSAPA;7967;4
ALTOSAPA;8129;9
ALTOSAPA;8191;11
ALTOSAPA;8267;1
ALTOSAPA;8469;6
ALTOSAPA;9301;6
ALTOSAPA;9330;1
ALTOSAPA;9331;2
ALTOSAPA;9342;4
ALTOSAPA;9705;5
ALTOSAPA;9764;1
AMOTAPE;656;1
AMOTAPE;1244;2
AMOTAPE;1304;2
AMOTAPE;1308;1
AMOTAPE;1404;2
AMOTAPE;1493;2
AMOTAPE;1497;1
AMOTAPE;1584;3
AMOTAPE;1592;1
AMOTAPE;1634;2
AMOTAPE;1645;4
AMOTAPE;1719;1
AMOTAPE;1721;3
AMOTAPE;1761;2
AMOTAPE;1999;3
AMOTAPE;2001;1
AMOTAPE;2258;2
AMOTAPE;2264;2
AMOTAPE;2730;7
AMOTAPE;2834;1
AMOTAPE;3359;3
AMOTAPE;3602;4
AMOTAPE;3716;12
AMOTAPE;3968;1
AMOTAPE;3991;1
AMOTAPE;3992;1
AMOTAPE;4127;3
AMOTAPE;4293;1
AMOTAPE;4362;11
AMOTAPE;4512;1
AMOTAPE;4749;2
AMOTAPE;4776;13
AMOTAPE;4851;6
AMOTAPE;5735;2
AMOTAPE;6044;12
AMOTAPE;6433;2
AMOTAPE;6460;1
AMOTAPE;7204;3
AMOTAPE;7281;3
AMOTAPE;7366;26
AMOTAPE;7680;1
AMOTAPE;7684;5
AMOTAPE;8301;3
AMOTAPE;8354;171
AMOTAPE;8400;1
AMOTAPE;8484;1
AMOTAPE;8486;19
AMOTAPE;8753;2
AMOTAPE;9172;1
AMOTAPE;9458;5
AMOTAPE;9506;4
AMOTAPE;9575;16
AMOTAPE;9698;14
AMOTAPE;9705;1
ANCHICAY;115;1
ANCHICAY;302;3
ANCHICAY;303;1
ANCHICAY;319;1
ANCHICAY;322;3
ANCHICAY;631;1
ANCHICAY;774;2
ANCHICAY;788;1
ANCHICAY;806;1
ANCHICAY;807;3
ANCHICAY;808;1
ANCHICAY;809;4
ANCHICAY;810;2
ANCHICAY;811;1
ANCHICAY;820;1
ANCHICAY;831;4
ANCHICAY;839;1
ANCHICAY;902;2
ANCHICAY;960;1
ANCHICAY;1032;2
ANCHICAY;1045;1
ANCHICAY;1046;1
ANCHICAY;1069;1
ANCHICAY;1160;1
ANCHICAY;1174;53
ANCHICAY;1175;4
ANCHICAY;1239;1
ANCHICAY;1277;2
ANCHICAY;1461;1
ANCHICAY;1560;2
ANCHICAY;1650;1
ANCHICAY;1681;1
ANCHICAY;1689;1
ANCHICAY;1691;22
ANCHICAY;1692;4
ANCHICAY;1763;1
ANCHICAY;1862;1
ANCHICAY;1863;1
ANCHICAY;1870;7
ANCHICAY;1911;2
ANCHICAY;1917;3
ANCHICAY;1969;7
ANCHICAY;2161;3
ANCHICAY;2212;9
ANCHICAY;2213;1
ANCHICAY;2214;1
ANCHICAY;2215;2
ANCHICAY;2433;5
ANCHICAY;2434;2
ANCHICAY;2435;2
ANCHICAY;2532;3
ANCHICAY;2533;2
ANCHICAY;2655;2
ANCHICAY;2823;1
ANCHICAY;2986;1
ANCHICAY;2987;1
ANCHICAY;3021;2
ANCHICAY;3095;9
ANCHICAY;3275;1
ANCHICAY;3276;1
ANCHICAY;3323;2
ANCHICAY;3423;1
ANCHICAY;3539;10
ANCHICAY;3773;1
ANCHICAY;4224;2
ANCHICAY;4228;1
ANCHICAY;4229;1
ANCHICAY;4230;3
ANCHICAY;4382;4
ANCHICAY;4383;1
ANCHICAY;4438;1
ANCHICAY;4505;1
ANCHICAY;4854;1
ANCHICAY;4892;2
ANCHICAY;4961;1
ANCHICAY;5282;1
ANCHICAY;5293;1
ANCHICAY;5294;2
ANCHICAY;5295;1
ANCHICAY;5296;1
ANCHICAY;5297;1
ANCHICAY;5488;2
ANCHICAY;5490;7
ANCHICAY;5712;1
ANCHICAY;5776;1
ANCHICAY;5845;5
ANCHICAY;5849;2
ANCHICAY;5917;1
ANCHICAY;5918;1
ANCHICAY;5919;5
ANCHICAY;5920;1
ANCHICAY;5921;1
ANCHICAY;5922;1
ANCHICAY;5923;1
ANCHICAY;5924;1
ANCHICAY;5926;3
ANCHICAY;5927;19
ANCHICAY;5928;1
ANCHICAY;5929;2
ANCHICAY;5930;3
ANCHICAY;5931;4
ANCHICAY;5932;1
ANCHICAY;5933;1
ANCHICAY;5989;2
ANCHICAY;6222;1
ANCHICAY;6235;1
ANCHICAY;6409;1
ANCHICAY;6414;7
ANCHICAY;6484;1
ANCHICAY;6536;5
ANCHICAY;6561;1
ANCHICAY;6577;1
ANCHICAY;6621;1
ANCHICAY;6682;6
ANCHICAY;6719;2
ANCHICAY;6799;1
ANCHICAY;6808;3
ANCHICAY;6835;7
ANCHICAY;6836;1
ANCHICAY;6857;9
ANCHICAY;6888;4
ANCHICAY;7262;3
ANCHICAY;7263;4
ANCHICAY;7295;5
ANCHICAY;7546;1
ANCHICAY;7548;2
ANCHICAY;7549;1
ANCHICAY;7654;1
ANCHICAY;7966;2
ANCHICAY;8012;7
ANCHICAY;8150;1
ANCHICAY;8153;5
ANCHICAY;8214;2
ANCHICAY;8267;1
ANCHICAY;8268;3
ANCHICAY;8269;2
ANCHICAY;8332;1
ANCHICAY;8719;2
ANCHICAY;8721;1
ANCHICAY;9074;3
ANCHICAY;9652;3
ANCHICAY;9754;2
ANCHICAY;9755;1
ANKARIF;94;1
ANKARIF;338;3
ANKARIF;371;1
ANKARIF;585;11
ANKARIF;633;1
ANKARIF;663;1
ANKARIF;1191;1
ANKARIF;1192;5
ANKARIF;1344;2
ANKARIF;1576;2
ANKARIF;1813;3
ANKARIF;1814;1
ANKARIF;1861;1
ANKARIF;1862;1
ANKARIF;2236;2
ANKARIF;2237;1
ANKARIF;2309;5
ANKARIF;2580;1
ANKARIF;2694;4
ANKARIF;2695;4
ANKARIF;2696;1
ANKARIF;2708;6
ANKARIF;2818;1
ANKARIF;3021;6
ANKARIF;3022;7
ANKARIF;3185;11
ANKARIF;3189;1
ANKARIF;3245;29
ANKARIF;3422;3
ANKARIF;3588;58
ANKARIF;3656;5
ANKARIF;3847;2
ANKARIF;3884;13
ANKARIF;3923;8
ANKARIF;3946;1
ANKARIF;4046;9
ANKARIF;4047;1
ANKARIF;4048;2
ANKARIF;4322;4
ANKARIF;4468;1
ANKARIF;4630;3
ANKARIF;4731;5
ANKARIF;4805;1
ANKARIF;4806;1
ANKARIF;4908;29
ANKARIF;4909;1
ANKARIF;4999;8
ANKARIF;5000;2
ANKARIF;5052;1
ANKARIF;5630;3
ANKARIF;5762;1
ANKARIF;5864;3
ANKARIF;6033;1
ANKARIF;6034;2
ANKARIF;6035;3
ANKARIF;6139;7
ANKARIF;6274;5
ANKARIF;6299;3
ANKARIF;6300;21
ANKARIF;6314;1
ANKARIF;6661;20
ANKARIF;7113;11
ANKARIF;7124;4
ANKARIF;7420;1
ANKARIF;7446;2
ANKARIF;7765;1
ANKARIF;7790;1
ANKARIF;7973;3
ANKARIF;8072;1
ANKARIF;8110;1
ANKARIF;8373;1
ANKARIF;8469;1
ANKARIF;8470;1
ANKARIF;8542;1
ANKARIF;8546;1
ANKARIF;8612;3
ANKARIF;8640;2
ANKARIF;9159;6
ANKARIF;9173;10
ANKARIF;9213;1
ANKARIF;9214;3
ANKARIF;9215;2
ANKARIF;9240;3
ANKARIF;9408;7
ANKARIF;9409;7
ANKARIF;9410;4
ANKARIF;9411;1
ANKARIF;9426;1
ANKARIF;9513;1
ANKARIF;9613;3
ANKARIF;9614;2
ANKARIF;9615;1
ANKARIF;9640;2
ANKARIF;9659;1
ANKARIF;9705;3
ANKARIF;9720;2
ANTADO;152;3
ANTADO;302;2
ANTADO;303;1
ANTADO;319;1
ANTADO;397;1
ANTADO;610;1
ANTADO;611;2
ANTADO;722;1
ANTADO;759;3
ANTADO;760;2
ANTADO;762;3
ANTADO;806;2
ANTADO;831;6
ANTADO;832;2
ANTADO;877;2
ANTADO;902;1
ANTADO;903;2
ANTADO;922;1
ANTADO;982;3
ANTADO;1045;8
ANTADO;1173;2
ANTADO;1211;1
ANTADO;1234;1
ANTADO;1291;1
ANTADO;1564;1
ANTADO;1690;1
ANTADO;1691;1
ANTADO;1707;1
ANTADO;1733;3
ANTADO;1757;1
ANTADO;2112;1
ANTADO;2167;2
ANTADO;2332;6
ANTADO;2355;3
ANTADO;2433;1
ANTADO;2491;1
ANTADO;2507;2
ANTADO;2532;2
ANTADO;2533;1
ANTADO;2534;2
ANTADO;2535;1
ANTADO;2580;1
ANTADO;2655;5
ANTADO;2669;1
ANTADO;2852;3
ANTADO;2859;1
ANTADO;2913;2
ANTADO;2935;3
ANTADO;2936;1
ANTADO;2938;1
ANTADO;2939;1
ANTADO;2940;1
ANTADO;2959;3
ANTADO;2986;3
ANTADO;2987;1
ANTADO;2999;1
ANTADO;3021;1
ANTADO;3323;1
ANTADO;3325;2
ANTADO;3326;1
ANTADO;3371;1
ANTADO;3423;5
ANTADO;3642;13
ANTADO;3790;2
ANTADO;3958;3
ANTADO;4111;2
ANTADO;4224;3
ANTADO;4228;1
ANTADO;4229;1
ANTADO;4230;1
ANTADO;4382;8
ANTADO;4767;1
ANTADO;4884;1
ANTADO;4930;4
ANTADO;4961;2
ANTADO;4971;9
ANTADO;5015;22
ANTADO;5051;1
ANTADO;5120;3
ANTADO;5133;1
ANTADO;5241;2
ANTADO;5258;3
ANTADO;5282;2
ANTADO;5293;1
ANTADO;5320;2
ANTADO;5375;4
ANTADO;5412;1
ANTADO;5428;1
ANTADO;5463;1
ANTADO;5488;2
ANTADO;5666;4
ANTADO;5678;3
ANTADO;5712;1
ANTADO;5776;1
ANTADO;5807;1
ANTADO;5808;2
ANTADO;5827;1
ANTADO;5843;1
ANTADO;5845;2
ANTADO;5917;1
ANTADO;5926;2
ANTADO;5927;1
ANTADO;5928;2
ANTADO;5929;1
ANTADO;5930;2
ANTADO;5931;1
ANTADO;5932;2
ANTADO;5933;1
ANTADO;5989;3
ANTADO;5990;1
ANTADO;6102;4
ANTADO;6235;2
ANTADO;6250;1
ANTADO;6420;3
ANTADO;6445;1
ANTADO;6484;1
ANTADO;6485;3
ANTADO;6486;1
ANTADO;6536;1
ANTADO;6564;4
ANTADO;6808;5
ANTADO;6812;12
ANTADO;6869;1
ANTADO;6888;1
ANTADO;7243;3
ANTADO;7262;1
ANTADO;7569;1
ANTADO;7654;1
ANTADO;7847;1
ANTADO;7966;2
ANTADO;7985;1
ANTADO;8012;6
ANTADO;8039;1
ANTADO;8040;1
ANTADO;8047;1
ANTADO;8082;7
ANTADO;8103;3
ANTADO;8129;4
ANTADO;8191;2
ANTADO;8267;3
ANTADO;8268;1
ANTADO;8399;1
ANTADO;8504;2
ANTADO;8505;2
ANTADO;8506;1
ANTADO;8595;2
ANTADO;8719;6
ANTADO;8721;1
ANTADO;8722;5
ANTADO;8984;12
ANTADO;8985;3
ANTADO;8986;3
ANTADO;8987;2
ANTADO;8998;1
ANTADO;9130;1
ANTADO;9147;1
ANTADO;9290;1
ANTADO;9327;2
ANTADO;9340;1
ANTADO;9348;2
ANTADO;9676;1
ANTADO;9705;1
ANTADO;9706;1
ANTADO;9783;1
ARARACUA;152;2
ARARACUA;254;3
ARARACUA;255;1
ARARACUA;260;2
ARARACUA;302;2
ARARACUA;319;2
ARARACUA;322;2
ARARACUA;323;1
ARARACUA;324;1
ARARACUA;350;2
ARARACUA;409;1
ARARACUA;415;1
ARARACUA;454;1
ARARACUA;455;1
ARARACUA;517;1
ARARACUA;518;2
ARARACUA;519;2
ARARACUA;557;1
ARARACUA;579;1
ARARACUA;859;1
ARARACUA;936;14
ARARACUA;960;2
ARARACUA;961;1
ARARACUA;1069;11
ARARACUA;1156;1
ARARACUA;1376;1
ARARACUA;1436;3
ARARACUA;1439;3
ARARACUA;1514;3
ARARACUA;1550;1
ARARACUA;1612;1
ARARACUA;1702;1
ARARACUA;1705;1
ARARACUA;1733;1
ARARACUA;1842;1
ARARACUA;1862;1
ARARACUA;1911;1
ARARACUA;1912;1
ARARACUA;1913;1
ARARACUA;1914;1
ARARACUA;1915;1
ARARACUA;1918;2
ARARACUA;1919;1
ARARACUA;1920;4
ARARACUA;1921;2
ARARACUA;1922;1
ARARACUA;1923;1
ARARACUA;1924;1
ARARACUA;1969;1
ARARACUA;2112;1
ARARACUA;2114;1
ARARACUA;2134;1
ARARACUA;2150;1
ARARACUA;2175;2
ARARACUA;2205;3
ARARACUA;2206;1
ARARACUA;2249;1
ARARACUA;2250;1
ARARACUA;2304;1
ARARACUA;2305;1
ARARACUA;2306;1
ARARACUA;2385;1
ARARACUA;2393;8
ARARACUA;2395;1
ARARACUA;2396;1
ARARACUA;2406;1
ARARACUA;2433;3
ARARACUA;2434;3
ARARACUA;2435;1
ARARACUA;2436;2
ARARACUA;2437;1
