"model";"year.predicted";"plot";"type";"intensity";"timestep";"metric";"value"
"HD";2016;4;"dd";3;1;"evenness";8,25348351326565
"HD";2016;4;"dd";3;2;"abundance";679969,417941761
"HD";2016;4;"dd";3;2;"richness";15
"HD";2016;4;"dd";3;2;"evenness";7,14225849047866
"HD";2016;4;"dd";3;3;"abundance";89303,9965564468
"HD";2016;4;"dd";3;3;"richness";11
"HD";2016;4;"dd";3;3;"evenness";5,24715091381626
"HD";2016;4;"dd";3;4;"abundance";65856,9308918048
"HD";2016;4;"dd";3;4;"richness";10
"HD";2016;4;"dd";3;4;"evenness";4,54046326542131
"HD";2016;4;"dd";3;5;"abundance";28816,8833268425
"HD";2016;4;"dd";3;5;"richness";10
"HD";2016;4;"dd";3;5;"evenness";6,07651257100412
"HD";2016;4;"dd";3;6;"abundance";19018,0091911858
"HD";2016;4;"dd";3;6;"richness";10
"HD";2016;4;"dd";3;6;"evenness";6,48508597447246
"HD";2016;4;"dd";3;7;"abundance";20567,5635192605
"HD";2016;4;"dd";3;7;"richness";11
"HD";2016;4;"dd";3;7;"evenness";5,42712463030006
"HD";2016;4;"dd";3;8;"abundance";32975,9968960588
"HD";2016;4;"dd";3;8;"richness";11
"HD";2016;4;"dd";3;8;"evenness";5,49074687216808
"HD";2016;4;"dd";3;9;"abundance";107314,344934782
"HD";2016;4;"dd";3;9;"richness";11
"HD";2016;4;"dd";3;9;"evenness";3,15819426815665
"HD";2016;4;"dd";3;10;"abundance";21255,5163452677
"HD";2016;4;"dd";3;10;"richness";10
"HD";2016;4;"dd";3;10;"evenness";6,56055440205975
"HD";2016;4;"dd";3;11;"abundance";17673,2696306947
"HD";2016;4;"dd";3;11;"richness";10
"HD";2016;4;"dd";3;11;"evenness";5,44966271090612
"HD";2016;4;"dd";3;12;"abundance";81923,865738239
"HD";2016;4;"dd";3;12;"richness";10
"HD";2016;4;"dd";3;12;"evenness";2,54262060367799
"HD";2016;4;"dd";3;13;"abundance";23030,0494469992
"HD";2016;4;"dd";3;13;"richness";11
"HD";2016;4;"dd";3;13;"evenness";6,80751998154096
"HD";2016;4;"dd";3;14;"abundance";136928,57356937
"HD";2016;4;"dd";3;14;"richness";11
"HD";2016;4;"dd";3;14;"evenness";1,93134054825358
"HD";2016;4;"dd";3;15;"abundance";28366,2547437028
"HD";2016;4;"dd";3;15;"richness";11
"HD";2016;4;"dd";3;15;"evenness";5,52847514272211
"HD";2016;4;"dd";3;16;"abundance";40728,7244556452
"HD";2016;4;"dd";3;16;"richness";11
"HD";2016;4;"dd";3;16;"evenness";4,7360517353594
"HD";2016;4;"dd";3;17;"abundance";53617,3365923838
"HD";2016;4;"dd";3;17;"richness";11
"HD";2016;4;"dd";3;17;"evenness";6,68228090716923
"HD";2016;4;"dd";3;18;"abundance";52416,9411275574
"HD";2016;4;"dd";3;18;"richness";10
"HD";2016;4;"dd";3;18;"evenness";4,6384821977912
"HD";2016;4;"dd";3;19;"abundance";7886,58743413796
"HD";2016;4;"dd";3;19;"richness";9
"HD";2016;4;"dd";3;19;"evenness";3,52862625644898
"HD";2016;4;"dd";3;20;"abundance";7454,62446893879
"HD";2016;4;"dd";3;20;"richness";9
"HD";2016;4;"dd";3;20;"evenness";5,03103259503799
"HD";2016;4;"dd";4;1;"abundance";5012
"HD";2016;4;"dd";4;1;"richness";15
"HD";2016;4;"dd";4;1;"evenness";8,25348351326565
"HD";2016;4;"dd";4;2;"abundance";677556,013212434
"HD";2016;4;"dd";4;2;"richness";15
"HD";2016;4;"dd";4;2;"evenness";7,16970177379723
"HD";2016;4;"dd";4;3;"abundance";72642,9452699062
"HD";2016;4;"dd";4;3;"richness";11
"HD";2016;4;"dd";4;3;"evenness";6,13288920595323
"HD";2016;4;"dd";4;4;"abundance";59294,9126355024
"HD";2016;4;"dd";4;4;"richness";10
"HD";2016;4;"dd";4;4;"evenness";4,8663428627111
"HD";2016;4;"dd";4;5;"abundance";41420,2221752154
"HD";2016;4;"dd";4;5;"richness";10
"HD";2016;4;"dd";4;5;"evenness";5,81809423663581
"HD";2016;4;"dd";4;6;"abundance";26280,1590141175
"HD";2016;4;"dd";4;6;"richness";10
"HD";2016;4;"dd";4;6;"evenness";6,68548061617129
"HD";2016;4;"dd";4;7;"abundance";15671,2490107373
"HD";2016;4;"dd";4;7;"richness";10
"HD";2016;4;"dd";4;7;"evenness";4,8878627460115
"HD";2016;4;"dd";4;8;"abundance";24556,005035214
"HD";2016;4;"dd";4;8;"richness";10
"HD";2016;4;"dd";4;8;"evenness";7,09799771170946
"HD";2016;4;"dd";4;9;"abundance";23806,1353774785
"HD";2016;4;"dd";4;9;"richness";10
"HD";2016;4;"dd";4;9;"evenness";4,44892561112894
"HD";2016;4;"dd";4;10;"abundance";19378,2224224693
"HD";2016;4;"dd";4;10;"richness";11
"HD";2016;4;"dd";4;10;"evenness";7,56387087899976
"HD";2016;4;"dd";4;11;"abundance";23641,7307017929
"HD";2016;4;"dd";4;11;"richness";12
"HD";2016;4;"dd";4;11;"evenness";7,245520627727
"HD";2016;4;"dd";4;12;"abundance";56951,5289389758
"HD";2016;4;"dd";4;12;"richness";12
"HD";2016;4;"dd";4;12;"evenness";4,7977564002085
"HD";2016;4;"dd";4;13;"abundance";123547,877975364
"HD";2016;4;"dd";4;13;"richness";13
"HD";2016;4;"dd";4;13;"evenness";2,15923472648984
"HD";2016;4;"dd";4;14;"abundance";72789,6676291191
"HD";2016;4;"dd";4;14;"richness";12
"HD";2016;4;"dd";4;14;"evenness";3,53513133214685
"HD";2016;4;"dd";4;15;"abundance";146278,989254267
"HD";2016;4;"dd";4;15;"richness";11
"HD";2016;4;"dd";4;15;"evenness";2,85285974559372
"HD";2016;4;"dd";4;16;"abundance";14393,9227487312
"HD";2016;4;"dd";4;16;"richness";10
"HD";2016;4;"dd";4;16;"evenness";4,7563597242866
"HD";2016;4;"dd";4;17;"abundance";21705,5465410393
"HD";2016;4;"dd";4;17;"richness";11
"HD";2016;4;"dd";4;17;"evenness";4,43285476266255
"HD";2016;4;"dd";4;18;"abundance";23547,6316314529
"HD";2016;4;"dd";4;18;"richness";10
"HD";2016;4;"dd";4;18;"evenness";4,79203825929253
"HD";2016;4;"dd";4;19;"abundance";45582,0633003668
"HD";2016;4;"dd";4;19;"richness";10
"HD";2016;4;"dd";4;19;"evenness";2,78856799729268
"HD";2016;4;"dd";4;20;"abundance";19804,9605873918
"HD";2016;4;"dd";4;20;"richness";10
"HD";2016;4;"dd";4;20;"evenness";5,7181278531315
"HD";2016;4;"dd";5;1;"abundance";5012
"HD";2016;4;"dd";5;1;"richness";15
"HD";2016;4;"dd";5;1;"evenness";8,25348351326565
"HD";2016;4;"dd";5;2;"abundance";675177,843094468
"HD";2016;4;"dd";5;2;"richness";15
"HD";2016;4;"dd";5;2;"evenness";7,19691496480639
"HD";2016;4;"dd";5;3;"abundance";64179,6182385197
"HD";2016;4;"dd";5;3;"richness";11
"HD";2016;4;"dd";5;3;"evenness";6,68018316296829
"HD";2016;4;"dd";5;4;"abundance";52725,3260366789
"HD";2016;4;"dd";5;4;"richness";10
"HD";2016;4;"dd";5;4;"evenness";4,88637705010377
"HD";2016;4;"dd";5;5;"abundance";46486,2862225351
"HD";2016;4;"dd";5;5;"richness";10
"HD";2016;4;"dd";5;5;"evenness";5,34623524060332
"HD";2016;4;"dd";5;6;"abundance";27572,5353914799
"HD";2016;4;"dd";5;6;"richness";10
"HD";2016;4;"dd";5;6;"evenness";5,87577943327857
"HD";2016;4;"dd";5;7;"abundance";12079,2480944778
"HD";2016;4;"dd";5;7;"richness";10
"HD";2016;4;"dd";5;7;"evenness";5,51538356056748
"HD";2016;4;"dd";5;8;"abundance";30418,9216668922
"HD";2016;4;"dd";5;8;"richness";10
"HD";2016;4;"dd";5;8;"evenness";5,69648845778088
"HD";2016;4;"dd";5;9;"abundance";19112,0716097206
"HD";2016;4;"dd";5;9;"richness";9
"HD";2016;4;"dd";5;9;"evenness";6,6578369020821
"HD";2016;4;"dd";5;10;"abundance";17639,7190296271
"HD";2016;4;"dd";5;10;"richness";9
"HD";2016;4;"dd";5;10;"evenness";7,27398114258282
"HD";2016;4;"dd";5;11;"abundance";14735,4393479803
"HD";2016;4;"dd";5;11;"richness";10
"HD";2016;4;"dd";5;11;"evenness";5,40484418467927
"HD";2016;4;"dd";5;12;"abundance";9734,07603979327
"HD";2016;4;"dd";5;12;"richness";10
"HD";2016;4;"dd";5;12;"evenness";5,31717907141763
"HD";2016;4;"dd";5;13;"abundance";31449,2615752951
"HD";2016;4;"dd";5;13;"richness";12
"HD";2016;4;"dd";5;13;"evenness";6,37931453773251
"HD";2016;4;"dd";5;14;"abundance";26672,2070362658
"HD";2016;4;"dd";5;14;"richness";11
"HD";2016;4;"dd";5;14;"evenness";5,31625079423577
"HD";2016;4;"dd";5;15;"abundance";79756,6382937073
"HD";2016;4;"dd";5;15;"richness";11
"HD";2016;4;"dd";5;15;"evenness";6,41755967891097
"HD";2016;4;"dd";5;16;"abundance";124218,337688646
"HD";2016;4;"dd";5;16;"richness";12
"HD";2016;4;"dd";5;16;"evenness";1,5001481565104
"HD";2016;4;"dd";5;17;"abundance";44375,4019026293
"HD";2016;4;"dd";5;17;"richness";11
"HD";2016;4;"dd";5;17;"evenness";6,64695669530463
"HD";2016;4;"dd";5;18;"abundance";104173,701631772
"HD";2016;4;"dd";5;18;"richness";10
"HD";2016;4;"dd";5;18;"evenness";1,40627011227879
"HD";2016;4;"dd";5;19;"abundance";17200,6079777639
"HD";2016;4;"dd";5;19;"richness";9
"HD";2016;4;"dd";5;19;"evenness";4,89113024188308
"HD";2016;4;"dd";5;20;"abundance";14219,3258363636
"HD";2016;4;"dd";5;20;"richness";10
"HD";2016;4;"dd";5;20;"evenness";7,38092034684386
"HD";2016;4;"dd";6;1;"abundance";5012
"HD";2016;4;"dd";6;1;"richness";15
"HD";2016;4;"dd";6;1;"evenness";8,25348351326565
"HD";2016;4;"dd";6;2;"abundance";672834,357547614
"HD";2016;4;"dd";6;2;"richness";15
"HD";2016;4;"dd";6;2;"evenness";7,2238972667795
"HD";2016;4;"dd";6;3;"abundance";59499,2496980212
"HD";2016;4;"dd";6;3;"richness";11
"HD";2016;4;"dd";6;3;"evenness";7,03825255272665
"HD";2016;4;"dd";6;4;"abundance";56450,3739950547
"HD";2016;4;"dd";6;4;"richness";10
"HD";2016;4;"dd";6;4;"evenness";4,24107640732405
"HD";2016;4;"dd";6;5;"abundance";43927,0580726808
"HD";2016;4;"dd";6;5;"richness";10
"HD";2016;4;"dd";6;5;"evenness";6,11331765340539
"HD";2016;4;"dd";6;6;"abundance";22273,7797524084
"HD";2016;4;"dd";6;6;"richness";10
"HD";2016;4;"dd";6;6;"evenness";4,72082210522153
"HD";2016;4;"dd";6;7;"abundance";25956,4303405428
"HD";2016;4;"dd";6;7;"richness";10
"HD";2016;4;"dd";6;7;"evenness";6,44175697101694
"HD";2016;4;"dd";6;8;"abundance";27325,3899507749
"HD";2016;4;"dd";6;8;"richness";10
"HD";2016;4;"dd";6;8;"evenness";5,1594610524995
"HD";2016;4;"dd";6;9;"abundance";15328,3948908895
"HD";2016;4;"dd";6;9;"richness";9
"HD";2016;4;"dd";6;9;"evenness";5,87078457484334
"HD";2016;4;"dd";6;10;"abundance";21418,5720934403
"HD";2016;4;"dd";6;10;"richness";9
"HD";2016;4;"dd";6;10;"evenness";6,15324793168569
"HD";2016;4;"dd";6;11;"abundance";28283,1202479911
"HD";2016;4;"dd";6;11;"richness";10
"HD";2016;4;"dd";6;11;"evenness";7,23182736278189
"HD";2016;4;"dd";6;12;"abundance";14571,4324251924
"HD";2016;4;"dd";6;12;"richness";9
"HD";2016;4;"dd";6;12;"evenness";6,53647804776288
"HD";2016;4;"dd";6;13;"abundance";34296,4707645677
"HD";2016;4;"dd";6;13;"richness";10
"HD";2016;4;"dd";6;13;"evenness";3,25528170888885
"HD";2016;4;"dd";6;14;"abundance";13049,5240278738
"HD";2016;4;"dd";6;14;"richness";11
"HD";2016;4;"dd";6;14;"evenness";5,4322352283437
"HD";2016;4;"dd";6;15;"abundance";19419,13534933
"HD";2016;4;"dd";6;15;"richness";11
"HD";2016;4;"dd";6;15;"evenness";6,9133727076185
"HD";2016;4;"dd";6;16;"abundance";16411,6460422057
"HD";2016;4;"dd";6;16;"richness";12
"HD";2016;4;"dd";6;16;"evenness";5,65145174993998
"HD";2016;4;"dd";6;17;"abundance";19860,5223754899
"HD";2016;4;"dd";6;17;"richness";13
"HD";2016;4;"dd";6;17;"evenness";4,02026884973953
"HD";2016;4;"dd";6;18;"abundance";22181,7442332964
"HD";2016;4;"dd";6;18;"richness";13
"HD";2016;4;"dd";6;18;"evenness";6,16302195937418
"HD";2016;4;"dd";6;19;"abundance";93003,8032950457
"HD";2016;4;"dd";6;19;"richness";13
"HD";2016;4;"dd";6;19;"evenness";3,5681745420303
"HD";2016;4;"dd";6;20;"abundance";18899,452886881
"HD";2016;4;"dd";6;20;"richness";12
"HD";2016;4;"dd";6;20;"evenness";6,15335672932834
"HD";2016;4;"dd";7;1;"abundance";5012
"HD";2016;4;"dd";7;1;"richness";15
"HD";2016;4;"dd";7;1;"evenness";8,25348351326565
"HD";2016;4;"dd";7;2;"abundance";670525,016174432
"HD";2016;4;"dd";7;2;"richness";15
"HD";2016;4;"dd";7;2;"evenness";7,25064796393517
"HD";2016;4;"dd";7;3;"abundance";57014,0147056414
"HD";2016;4;"dd";7;3;"richness";11
"HD";2016;4;"dd";7;3;"evenness";7,3087550209084
"HD";2016;4;"dd";7;4;"abundance";49819,5386492955
"HD";2016;4;"dd";7;4;"richness";10
"HD";2016;4;"dd";7;4;"evenness";4,68972872885538
"HD";2016;4;"dd";7;5;"abundance";49722,7392466826
"HD";2016;4;"dd";7;5;"richness";10
"HD";2016;4;"dd";7;5;"evenness";5,81664507876701
"HD";2016;4;"dd";7;6;"abundance";28543,2612831111
"HD";2016;4;"dd";7;6;"richness";10
"HD";2016;4;"dd";7;6;"evenness";5,28351494410637
"HD";2016;4;"dd";7;7;"abundance";15921,8826829446
"HD";2016;4;"dd";7;7;"richness";10
"HD";2016;4;"dd";7;7;"evenness";5,46433011729877
"HD";2016;4;"dd";7;8;"abundance";26794,0342813494
"HD";2016;4;"dd";7;8;"richness";10
"HD";2016;4;"dd";7;8;"evenness";5,99490443304175
"HD";2016;4;"dd";7;9;"abundance";18496,2756378812
"HD";2016;4;"dd";7;9;"richness";9
"HD";2016;4;"dd";7;9;"evenness";6,57587968169084
"HD";2016;4;"dd";7;10;"abundance";22399,2952898152
"HD";2016;4;"dd";7;10;"richness";10
"HD";2016;4;"dd";7;10;"evenness";6,54264952565987
"HD";2016;4;"dd";7;11;"abundance";21730,5738153245
"HD";2016;4;"dd";7;11;"richness";11
"HD";2016;4;"dd";7;11;"evenness";5,55857606502561
"HD";2016;4;"dd";7;12;"abundance";13676,4343712286
"HD";2016;4;"dd";7;12;"richness";10
"HD";2016;4;"dd";7;12;"evenness";6,86168961355121
"HD";2016;4;"dd";7;13;"abundance";69924,7083017766
"HD";2016;4;"dd";7;13;"richness";12
"HD";2016;4;"dd";7;13;"evenness";2,9678065214784
"HD";2016;4;"dd";7;14;"abundance";13554,6950459784
"HD";2016;4;"dd";7;14;"richness";11
"HD";2016;4;"dd";7;14;"evenness";3,9332352193843
"HD";2016;4;"dd";7;15;"abundance";16621,7417453436
"HD";2016;4;"dd";7;15;"richness";11
"HD";2016;4;"dd";7;15;"evenness";7,18770479765908
"HD";2016;4;"dd";7;16;"abundance";8953,03742383786
"HD";2016;4;"dd";7;16;"richness";10
"HD";2016;4;"dd";7;16;"evenness";6,18473738709814
"HD";2016;4;"dd";7;17;"abundance";17300,4986704842
"HD";2016;4;"dd";7;17;"richness";10
"HD";2016;4;"dd";7;17;"evenness";6,96162471402416
"HD";2016;4;"dd";7;18;"abundance";21103,4729886372
"HD";2016;4;"dd";7;18;"richness";9
"HD";2016;4;"dd";7;18;"evenness";5,9254163586581
"HD";2016;4;"dd";7;19;"abundance";15300,8630317214
"HD";2016;4;"dd";7;19;"richness";9
"HD";2016;4;"dd";7;19;"evenness";3,6023161430271
"HD";2016;4;"dd";7;20;"abundance";23929,2286652616
"HD";2016;4;"dd";7;20;"richness";11
"HD";2016;4;"dd";7;20;"evenness";5,27711219510165
"HD";2016;4;"dd";8;1;"abundance";5012
"HD";2016;4;"dd";8;1;"richness";15
"HD";2016;4;"dd";8;1;"evenness";8,25348351326565
"HD";2016;4;"dd";8;2;"abundance";668249,288045084
"HD";2016;4;"dd";8;2;"richness";15
"HD";2016;4;"dd";8;2;"evenness";7,27716642008344
"HD";2016;4;"dd";8;3;"abundance";56197,3942708039
"HD";2016;4;"dd";8;3;"richness";11
"HD";2016;4;"dd";8;3;"evenness";7,53603320164952
"HD";2016;4;"dd";8;4;"abundance";52931,4807243102
"HD";2016;4;"dd";8;4;"richness";10
"HD";2016;4;"dd";8;4;"evenness";5,11040719605199
"HD";2016;4;"dd";8;5;"abundance";36463,0129474842
"HD";2016;4;"dd";8;5;"richness";10
"HD";2016;4;"dd";8;5;"evenness";5,75412168727985
"HD";2016;4;"dd";8;6;"abundance";28226,9691449819
"HD";2016;4;"dd";8;6;"richness";11
"HD";2016;4;"dd";8;6;"evenness";6,28739408176315
"HD";2016;4;"dd";8;7;"abundance";11247,4796937606
"HD";2016;4;"dd";8;7;"richness";11
"HD";2016;4;"dd";8;7;"evenness";5,12743226305053
"HD";2016;4;"dd";8;8;"abundance";27957,1221440452
"HD";2016;4;"dd";8;8;"richness";11
"HD";2016;4;"dd";8;8;"evenness";5,28853190498766
"HD";2016;4;"dd";8;9;"abundance";26279,3413994333
"HD";2016;4;"dd";8;9;"richness";11
"HD";2016;4;"dd";8;9;"evenness";7,58497165277109
"HD";2016;4;"dd";8;10;"abundance";16158,3155061959
"HD";2016;4;"dd";8;10;"richness";11
"HD";2016;4;"dd";8;10;"evenness";5,90869945449426
"HD";2016;4;"dd";8;11;"abundance";28984,6291741649
"HD";2016;4;"dd";8;11;"richness";11
"HD";2016;4;"dd";8;11;"evenness";4,22592803003232
"HD";2016;4;"dd";8;12;"abundance";16464,1079505386
"HD";2016;4;"dd";8;12;"richness";10
"HD";2016;4;"dd";8;12;"evenness";5,10568299600493
"HD";2016;4;"dd";8;13;"abundance";116179,499418302
"HD";2016;4;"dd";8;13;"richness";11
"HD";2016;4;"dd";8;13;"evenness";1,77865625327828
"HD";2016;4;"dd";8;14;"abundance";13540,9611096307
"HD";2016;4;"dd";8;14;"richness";10
"HD";2016;4;"dd";8;14;"evenness";5,34180327794656
"HD";2016;4;"dd";8;15;"abundance";14044,8786093382
"HD";2016;4;"dd";8;15;"richness";11
"HD";2016;4;"dd";8;15;"evenness";6,9403996353448
"HD";2016;4;"dd";8;16;"abundance";17208,358244517
"HD";2016;4;"dd";8;16;"richness";9
"HD";2016;4;"dd";8;16;"evenness";4,80054464488263
"HD";2016;4;"dd";8;17;"abundance";27280,9543394747
"HD";2016;4;"dd";8;17;"richness";10
"HD";2016;4;"dd";8;17;"evenness";5,57080069745645
"HD";2016;4;"dd";8;18;"abundance";18883,9904901601
"HD";2016;4;"dd";8;18;"richness";10
"HD";2016;4;"dd";8;18;"evenness";5,22280789362601
"HD";2016;4;"dd";8;19;"abundance";18318,7198673332
"HD";2016;4;"dd";8;19;"richness";10
"HD";2016;4;"dd";8;19;"evenness";5,3095997213108
"HD";2016;4;"dd";8;20;"abundance";27993,496251886
"HD";2016;4;"dd";8;20;"richness";10
"HD";2016;4;"dd";8;20;"evenness";5,76802479518565
"HD";2016;4;"dd";9;1;"abundance";5012
"HD";2016;4;"dd";9;1;"richness";15
"HD";2016;4;"dd";9;1;"evenness";8,25348351326565
"HD";2016;4;"dd";9;2;"abundance";666006,651525435
"HD";2016;4;"dd";9;2;"richness";15
"HD";2016;4;"dd";9;2;"evenness";7,30345207724178
"HD";2016;4;"dd";9;3;"abundance";57243,5027030118
"HD";2016;4;"dd";9;3;"richness";11
"HD";2016;4;"dd";9;3;"evenness";7,69515400137822
"HD";2016;4;"dd";9;4;"abundance";55056,8268958563
"HD";2016;4;"dd";9;4;"richness";11
"HD";2016;4;"dd";9;4;"evenness";5,74728132077183
"HD";2016;4;"dd";9;5;"abundance";43690,2462710104
"HD";2016;4;"dd";9;5;"richness";11
"HD";2016;4;"dd";9;5;"evenness";6,61857709541824
"HD";2016;4;"dd";9;6;"abundance";25945,3701943365
"HD";2016;4;"dd";9;6;"richness";11
"HD";2016;4;"dd";9;6;"evenness";5,51668247344432
"HD";2016;4;"dd";9;7;"abundance";32900,1234013797
"HD";2016;4;"dd";9;7;"richness";10
"HD";2016;4;"dd";9;7;"evenness";5,43353735074549
"HD";2016;4;"dd";9;8;"abundance";28295,7026922504
"HD";2016;4;"dd";9;8;"richness";10
"HD";2016;4;"dd";9;8;"evenness";5,81789049614298
"HD";2016;4;"dd";9;9;"abundance";15739,345974262
"HD";2016;4;"dd";9;9;"richness";9
"HD";2016;4;"dd";9;9;"evenness";4,64316226448746
"HD";2016;4;"dd";9;10;"abundance";21861,5249968135
"HD";2016;4;"dd";9;10;"richness";10
"HD";2016;4;"dd";9;10;"evenness";5,20189221630257
"HD";2016;4;"dd";9;11;"abundance";32556,4989829675
"HD";2016;4;"dd";9;11;"richness";10
"HD";2016;4;"dd";9;11;"evenness";4,53140716663644
"HD";2016;4;"dd";9;12;"abundance";7180,70956370611
"HD";2016;4;"dd";9;12;"richness";8
"HD";2016;4;"dd";9;12;"evenness";4,90895711836173
"HD";2016;4;"dd";9;13;"abundance";120885,986959484
"HD";2016;4;"dd";9;13;"richness";10
"HD";2016;4;"dd";9;13;"evenness";1,62122608323631
"HD";2016;4;"dd";9;14;"abundance";13661,4151187269
"HD";2016;4;"dd";9;14;"richness";10
"HD";2016;4;"dd";9;14;"evenness";5,01233715761439
"HD";2016;4;"dd";9;15;"abundance";16704,9117146762
"HD";2016;4;"dd";9;15;"richness";10
"HD";2016;4;"dd";9;15;"evenness";5,8949134162802
"HD";2016;4;"dd";9;16;"abundance";28416,23089617
"HD";2016;4;"dd";9;16;"richness";8
"HD";2016;4;"dd";9;16;"evenness";4,33245675760313
"HD";2016;4;"dd";9;17;"abundance";11917,6109987022
"HD";2016;4;"dd";9;17;"richness";9
"HD";2016;4;"dd";9;17;"evenness";6,29987839878824
"HD";2016;4;"dd";9;18;"abundance";17806,9555878377
"HD";2016;4;"dd";9;18;"richness";9
"HD";2016;4;"dd";9;18;"evenness";3,83115055047153
"HD";2016;4;"dd";9;19;"abundance";8000,50732779817
"HD";2016;4;"dd";9;19;"richness";10
"HD";2016;4;"dd";9;19;"evenness";4,98227302994328
"HD";2016;4;"dd";9;20;"abundance";20279,2303677488
"HD";2016;4;"dd";9;20;"richness";10
"HD";2016;4;"dd";9;20;"evenness";6,71370754203159
"HD";2016;4;"dd";10;1;"abundance";5012
"HD";2016;4;"dd";10;1;"richness";15
"HD";2016;4;"dd";10;1;"evenness";8,25348351326565
"HD";2016;4;"dd";10;2;"abundance";663796,594108389
"HD";2016;4;"dd";10;2;"richness";15
"HD";2016;4;"dd";10;2;"evenness";7,32950445422338
"HD";2016;4;"dd";10;3;"abundance";62497,7971456106
"HD";2016;4;"dd";10;3;"richness";11
"HD";2016;4;"dd";10;3;"evenness";7,55821801033408
"HD";2016;4;"dd";10;4;"abundance";55977,5642313532
"HD";2016;4;"dd";10;4;"richness";11
"HD";2016;4;"dd";10;4;"evenness";6,03832234850295
"HD";2016;4;"dd";10;5;"abundance";48388,8936039125
"HD";2016;4;"dd";10;5;"richness";11
"HD";2016;4;"dd";10;5;"evenness";6,24380958121692
"HD";2016;4;"dd";10;6;"abundance";32764,2976827314
"HD";2016;4;"dd";10;6;"richness";10
"HD";2016;4;"dd";10;6;"evenness";5,63248255896981
"HD";2016;4;"dd";10;7;"abundance";24639,3226096402
"HD";2016;4;"dd";10;7;"richness";10
"HD";2016;4;"dd";10;7;"evenness";5,52113556815396
"HD";2016;4;"dd";10;8;"abundance";20426,5403371101
"HD";2016;4;"dd";10;8;"richness";10
"HD";2016;4;"dd";10;8;"evenness";6,87370596308643
"HD";2016;4;"dd";10;9;"abundance";22556,0079232975
"HD";2016;4;"dd";10;9;"richness";11
"HD";2016;4;"dd";10;9;"evenness";6,48054262217381
"HD";2016;4;"dd";10;10;"abundance";15923,1754389351
"HD";2016;4;"dd";10;10;"richness";11
"HD";2016;4;"dd";10;10;"evenness";6,66335573537123
"HD";2016;4;"dd";10;11;"abundance";32374,6084334372
"HD";2016;4;"dd";10;11;"richness";12
"HD";2016;4;"dd";10;11;"evenness";5,85045734757069
"HD";2016;4;"dd";10;12;"abundance";19381,0286703689
"HD";2016;4;"dd";10;12;"richness";10
"HD";2016;4;"dd";10;12;"evenness";5,04488099134269
"HD";2016;4;"dd";10;13;"abundance";89980,3767062401
"HD";2016;4;"dd";10;13;"richness";10
"HD";2016;4;"dd";10;13;"evenness";2,30215665360388
"HD";2016;4;"dd";10;14;"abundance";12124,7883222998
"HD";2016;4;"dd";10;14;"richness";10
"HD";2016;4;"dd";10;14;"evenness";5,2275678562318
"HD";2016;4;"dd";10;15;"abundance";9091,97382837124
"HD";2016;4;"dd";10;15;"richness";10
"HD";2016;4;"dd";10;15;"evenness";2,44541845161671
"HD";2016;4;"dd";10;16;"abundance";21018,8718286283
"HD";2016;4;"dd";10;16;"richness";10
"HD";2016;4;"dd";10;16;"evenness";5,91007193352654
"HD";2016;4;"dd";10;17;"abundance";10180,9560209268
"HD";2016;4;"dd";10;17;"richness";9
"HD";2016;4;"dd";10;17;"evenness";5,75427513089161
"HD";2016;4;"dd";10;18;"abundance";24900,3277494748
"HD";2016;4;"dd";10;18;"richness";9
"HD";2016;4;"dd";10;18;"evenness";6,7805881320088
"HD";2016;4;"dd";10;19;"abundance";9801,25449532965
"HD";2016;4;"dd";10;19;"richness";9
"HD";2016;4;"dd";10;19;"evenness";6,77871211317403
"HD";2016;4;"dd";10;20;"abundance";24887,6450360635
"HD";2016;4;"dd";10;20;"richness";9
"HD";2016;4;"dd";10;20;"evenness";5,7641710549107
"HD";2016;4;"ia";1;1;"abundance";5012
"HD";2016;4;"ia";1;1;"richness";15
"HD";2016;4;"ia";1;1;"evenness";8,25348351326565
"HD";2016;4;"ia";1;2;"abundance";684904,180684389
"HD";2016;4;"ia";1;2;"richness";15
"HD";2016;4;"ia";1;2;"evenness";7,08668524643787
"HD";2016;4;"ia";1;3;"abundance";37713651,4562669
"HD";2016;4;"ia";1;3;"richness";13
"HD";2016;4;"ia";1;3;"evenness";1,97865784847721
"HD";2016;4;"ia";1;4;"abundance";8531660109,15547
"HD";2016;4;"ia";1;4;"richness";10
"HD";2016;4;"ia";1;4;"evenness";1,89054056474963
"HD";2016;4;"ia";1;5;"abundance";5999009186809,61
"HD";2016;4;"ia";1;5;"richness";9
"HD";2016;4;"ia";1;5;"evenness";1,80293562675878
"HD";2016;4;"ia";1;6;"abundance";7324926397802344
"HD";2016;4;"ia";1;6;"richness";9
"HD";2016;4;"ia";1;6;"evenness";1,26944682909169
"HD";2016;4;"ia";1;7;"abundance";10908992078823403520
"HD";2016;4;"ia";1;7;"richness";8
"HD";2016;4;"ia";1;7;"evenness";1,06920034551915
"HD";2016;4;"ia";1;8;"abundance";1,64694682582944e+22
"HD";2016;4;"ia";1;8;"richness";7
"HD";2016;4;"ia";1;8;"evenness";1,0172101107121
"HD";2016;4;"ia";1;9;"abundance";2,54154423005821e+25
"HD";2016;4;"ia";1;9;"richness";8
"HD";2016;4;"ia";1;9;"evenness";1,0039629548131
"HD";2016;4;"ia";1;10;"abundance";4,00747817110034e+28
