"year";"plot";"subplot";"species";"observed";"predicted"
2018;3;"B5";"POMO";0;NA
2018;3;"B5";"PUPA";26;563,014285684126
2018;3;"B5";"SASO";19;567,470870670469
2018;3;"B5";"SCLA";0;NA
2018;3;"B5";"SOAS";0;NA
2018;3;"B5";"SPRU";0;NA
2018;3;"B5";"SUSP";0;NA
2018;4;"F1";"BEMA";0;NA
2018;4;"F1";"CETE";0;NA
2018;4;"F1";"CHFU";0;NA
2018;4;"F1";"CHMI";0;NA
2018;4;"F1";"HOMA";15;12,25
2018;4;"F1";"LEMA";0;NA
2018;4;"F1";"MEEL";0;NA
2018;4;"F1";"MESU";0;NA
2018;4;"F1";"PAIN";0;NA
2018;4;"F1";"PLCO";0;NA
2018;4;"F1";"POMA";0;NA
2018;4;"F1";"POMO";0;NA
2018;4;"F1";"PUPA";1;97,9842351241781
2018;4;"F1";"SASO";1;568,342565386718
2018;4;"F1";"SCLA";0;NA
2018;4;"F1";"SOAS";0;NA
2018;4;"F1";"SPRU";0;NA
2018;4;"F1";"SUSP";0;NA
2017;3;"D6";"BEMA";0;NA
2017;3;"D6";"CETE";0;NA
2017;3;"D6";"CHFU";0;NA
2017;3;"D6";"CHMI";0;NA
2017;3;"D6";"HOMA";140;9,73
2017;3;"D6";"LEMA";160;93,3850140824937
2017;3;"D6";"MEEL";0;NA
2017;3;"D6";"MESU";0;NA
2017;3;"D6";"PAIN";35;2,79371029176408
2017;3;"D6";"PLCO";12;83,1473528142699
2017;3;"D6";"POMA";50;801,788176610443
2017;3;"D6";"POMO";0;NA
2017;3;"D6";"PUPA";9;827,380080710025
2017;3;"D6";"SASO";0;NA
2017;3;"D6";"SCLA";0;NA
2017;3;"D6";"SOAS";0;NA
2017;3;"D6";"SPRU";0;NA
2017;3;"D6";"SUSP";0;NA
2018;2;"A6";"BEMA";0;NA
2018;2;"A6";"CETE";0;NA
2018;2;"A6";"CHFU";0;NA
2018;2;"A6";"CHMI";0;NA
2018;2;"A6";"HOMA";270;14,8
2018;2;"A6";"LEMA";1;104,95078076096
2018;2;"A6";"MEEL";0;NA
2018;2;"A6";"MESU";0;NA
2018;2;"A6";"PAIN";0;NA
2018;2;"A6";"PLCO";0;NA
2018;2;"A6";"POMA";4;51,295180345749
2018;2;"A6";"POMO";0;NA
2018;2;"A6";"PUPA";0;NA
2018;2;"A6";"SASO";30;565,673522484549
2018;2;"A6";"SCLA";0;NA
2018;2;"A6";"SOAS";0;NA
2018;2;"A6";"SPRU";0;NA
2018;2;"A6";"SUSP";0;NA
2017;2;"E2";"BEMA";0;NA
2017;2;"E2";"CETE";17;522,474
2017;2;"E2";"CHFU";25;NA
2017;2;"E2";"CHMI";0;NA
2017;2;"E2";"HOMA";230;64,3584855147355
2017;2;"E2";"LEMA";190;111,434891300365
2017;2;"E2";"MEEL";2;5,9
2017;2;"E2";"MESU";6;777,311553900486
2017;2;"E2";"PAIN";15;125,125293615475
2017;2;"E2";"PLCO";0;NA
2017;2;"E2";"POMA";20;772,810339352609
2017;2;"E2";"POMO";0;NA
2017;2;"E2";"PUPA";12;8,39306900568013
2017;2;"E2";"SASO";0;NA
2017;2;"E2";"SCLA";0;NA
2017;2;"E2";"SOAS";0;NA
2017;2;"E2";"SPRU";0;NA
2017;2;"E2";"SUSP";0;NA
2018;3;"E4";"BEMA";0;NA
2018;3;"E4";"CETE";0;NA
2018;3;"E4";"CHFU";0;NA
2018;3;"E4";"CHMI";0;NA
2018;3;"E4";"HOMA";200;12,25
2018;3;"E4";"LEMA";3;112,769057251066
2018;3;"E4";"MEEL";0;NA
2018;3;"E4";"MESU";0;NA
2018;3;"E4";"PAIN";1;13,015565081
2018;3;"E4";"PLCO";0;NA
2018;3;"E4";"POMA";15;44,5350592236809
2018;3;"E4";"POMO";0;NA
2018;3;"E4";"PUPA";3;924,661696456757
2018;3;"E4";"SASO";14;349,786788291678
2018;3;"E4";"SCLA";0;NA
2018;3;"E4";"SOAS";0;NA
2018;3;"E4";"SPRU";0;NA
2018;3;"E4";"SUSP";0;NA
2016;4;"C2";"BEMA";3;45,5636616946611
2016;4;"C2";"CETE";0;NA
2016;4;"C2";"CHFU";11;NA
2016;4;"C2";"CHMI";39;NA
2016;4;"C2";"HOMA";51;9,79
2016;4;"C2";"LEMA";4;117,210879926924
2016;4;"C2";"MEEL";7;6,884
2016;4;"C2";"MESU";0;NA
2016;4;"C2";"PAIN";0;NA
2016;4;"C2";"PLCO";0;NA
2016;4;"C2";"POMA";0;NA
2016;4;"C2";"POMO";0;NA
2016;4;"C2";"PUPA";0;NA
2016;4;"C2";"SASO";0;NA
2016;4;"C2";"SCLA";0;NA
2016;4;"C2";"SOAS";0;NA
2016;4;"C2";"SPRU";0;NA
2016;4;"C2";"SUSP";0;NA
2016;3;"E6";"BEMA";1;49,0404824348391
2016;3;"E6";"CETE";0;NA
2016;3;"E6";"CHFU";6;6,88741586138397
2016;3;"E6";"CHMI";0;NA
2016;3;"E6";"HOMA";27;87,4245479381231
2016;3;"E6";"LEMA";12;137,152954321388
2016;3;"E6";"MEEL";0;NA
2016;3;"E6";"MESU";1;103,252509998129
2016;3;"E6";"PAIN";2;NA
2016;3;"E6";"PLCO";8;986,505228487944
2016;3;"E6";"POMA";0;NA
2016;3;"E6";"POMO";0;NA
2016;3;"E6";"PUPA";0;NA
2016;3;"E6";"SASO";0;NA
2016;3;"E6";"SCLA";1;NA
2016;3;"E6";"SOAS";0;NA
2016;3;"E6";"SPRU";0;NA
2016;3;"E6";"SUSP";0;NA
2017;3;"F2";"BEMA";0;NA
2017;3;"F2";"CETE";0;NA
2017;3;"F2";"CHFU";0;NA
